ReadID	Reference	ReadLength
SRR27421011.23692	NC_012152.1	6191
SRR27421011.26710	NC_012152.1	6994
SRR27421011.1082	NC_012152.1	5773
SRR27421011.14281	NC_012152.1	10299
SRR27421011.19129	NC_012152.1	9906
SRR27421011.9595	NC_012152.1	6073
SRR27421011.10095	NC_012152.1	5726
SRR27421011.27460	NC_012152.1	9190
SRR27421011.26280	NC_012152.1	7391
SRR27421011.26393	NC_012152.1	14309
SRR27421011.6422	NC_012152.1	6735
SRR27421011.9396	NC_012152.1	18189
SRR27421011.11091	NC_012152.1	6245
SRR27421011.12722	NC_012152.1	7162
SRR27421011.20910	NC_012152.1	6719
SRR27421011.3633	NC_012152.1	6692
SRR27421011.6217	NC_012152.1	10227
SRR27421011.24867	NC_012152.1	6864
SRR27421011.138	NC_012152.1	7819
SRR27421011.7292	NC_012152.1	6911
SRR27421011.25261	NC_012152.1	9261
SRR27421011.25628	NC_012152.1	5917
SRR27421011.236	NC_012152.1	6312
SRR27421011.21218	NC_012152.1	9794
SRR27421011.24684	NC_012152.1	6536
SRR27421011.15182	NC_012152.1	10652
SRR27421011.11687	NC_012152.1	6367
SRR27421011.28429	NC_012152.1	6522
SRR27421011.10111	NC_012152.1	5967
SRR27421011.7507	NC_012152.1	8752
SRR27421011.3923	NC_012152.1	6943
SRR27421011.27744	NC_012152.1	7307
SRR27421011.2024	NC_012152.1	6639
SRR27421011.7709	NC_012152.1	6001
SRR27421011.6408	NC_012152.1	9686
SRR27421011.20713	NC_012152.1	5226
SRR27421011.27395	NC_012152.1	6582
SRR27421011.20027	NC_012152.1	9530
SRR27421011.24138	NC_012152.1	6948
SRR27421011.13473	NC_012152.1	9528
SRR27421011.28537	NC_012152.1	10688
SRR27421011.29737	NC_012152.1	6854
SRR27421011.28312	NC_012152.1	6758
SRR27421011.6301	NC_012152.1	6673
SRR27421011.917	NC_012152.1	8559
SRR27421011.460	NC_012152.1	8509
SRR27421011.1938	NC_012152.1	7833
SRR27421011.22600	NC_012152.1	7187
SRR27421011.22222	NC_012152.1	6903
SRR27421011.14112	NC_012152.1	6504
SRR27421011.2238	NC_012152.1	6118
SRR27421011.27094	NC_012152.1	8341
SRR27421011.23028	NC_012152.1	7858
SRR27421011.4550	NC_012152.1	9632
SRR27421011.4328	NC_012152.1	9840
SRR27421011.15935	NC_012152.1	10550
SRR27421011.12235	NC_012152.1	7719
SRR27421011.3400	NC_012152.1	7061
SRR27421011.9937	NC_012152.1	6807
SRR27421011.10035	NC_012152.1	6819
SRR27421011.16291	NC_012152.1	6229
SRR27421011.1072	NC_012152.1	7916
SRR27421011.5998	NC_012152.1	10050
SRR27421011.8350	NC_012152.1	5901
SRR27421011.28560	NC_012152.1	6667
SRR27421011.17913	NC_012152.1	6755
SRR27421011.13432	NC_012152.1	6628
SRR27421011.744	NC_012152.1	5690
SRR27421011.12974	NC_012152.1	5394
SRR27421011.4872	NC_012152.1	9861
SRR27421011.3984	NC_012152.1	6425
SRR27421011.20844	NC_012152.1	6713
SRR27421011.2737	NC_012152.1	13479
SRR27421011.19984	NC_012152.1	9232
SRR27421011.16298	NC_012152.1	7510
SRR27421011.17616	NC_012152.1	6416
SRR27421011.2551	NC_012152.1	10370
SRR27421011.5618	NC_012152.1	6691
SRR27421011.14842	NC_012152.1	11829
SRR27421011.29010	NC_012152.1	6773
SRR27421011.10653	NC_012152.1	6974
SRR27421011.4087	NC_012152.1	15696
SRR27421011.28710	NC_012152.1	6573
SRR27421011.3575	NC_012152.1	9940
SRR27421011.27126	NC_012152.1	6926
SRR27421011.29900	NC_012152.1	8697
SRR27421011.3353	NC_012152.1	6828
SRR27421011.8984	NC_012152.1	6953
SRR27421011.2942	NC_012152.1	7170
SRR27421011.21811	NC_012152.1	5475
SRR27421011.8617	NC_012152.1	5255
SRR27421011.26689	NC_012152.1	9360
SRR27421011.5746	NC_012152.1	15381
SRR27421011.26550	NC_012152.1	6749
SRR27421011.8447	NC_012152.1	6345
SRR27421011.6739	NC_012152.1	6678
SRR27421011.28547	NC_012152.1	5882
SRR27421011.5039	NC_012152.1	5521
SRR27421011.5859	NC_012152.1	9581
SRR27421011.9661	NC_012152.1	9422
SRR27421011.4093	NC_012152.1	10367
SRR27421011.4037	NC_012152.1	10412
SRR27421011.6332	NC_012152.1	7107
SRR27421011.12848	NC_012152.1	7008
SRR27421011.26336	NC_012152.1	9714
SRR27421011.5044	NC_012152.1	6550
SRR27421011.20876	NC_012152.1	7733
SRR27421011.20232	NC_012152.1	5910
SRR27421011.17451	NC_012152.1	17525
SRR27421011.8829	NC_012152.1	5267
SRR27421011.16181	NC_012152.1	18930
SRR27421011.26247	NC_012152.1	9246
SRR27421011.6666	NC_012152.1	9708
SRR27421011.3087	NC_012152.1	6602
SRR27421011.6678	NC_012152.1	6780
SRR27421011.22822	NC_012152.1	9885
SRR27421011.4197	NC_012152.1	6840
SRR27421011.18024	NC_012152.1	7590
SRR27421011.12269	NC_012152.1	14290
SRR27421011.42	NC_012152.1	5727
SRR27421011.241	NC_012152.1	9557
SRR27421011.12655	NC_012152.1	15072
SRR27421011.16903	NC_012152.1	6656
SRR27421011.16690	NC_012152.1	13463
SRR27421011.25669	NC_012152.1	8954
SRR27421011.5325	NC_012152.1	5629
SRR27421011.5465	NC_012152.1	13999
SRR27421011.5299	NC_012152.1	13956
SRR27421011.11750	NC_012152.1	6761
SRR27421011.14498	NC_012152.1	6422
SRR27421011.20769	NC_012152.1	6312
SRR27421011.20709	NC_012152.1	6719
SRR27421011.26573	NC_012152.1	6425
SRR27421011.15933	NC_012152.1	9664
SRR27421011.15943	NC_012152.1	9616
SRR27421011.9323	NC_012152.1	13835
SRR27421011.18318	NC_012152.1	6635
SRR27421011.25216	NC_012152.1	7861
SRR27421011.19444	NC_012152.1	8304
SRR27421011.14067	NC_012152.1	6128
SRR27421011.5653	NC_012152.1	6067
SRR27421011.21401	NC_012152.1	6802
SRR27421011.8503	NC_012152.1	5788
SRR27421011.25949	NC_012152.1	6714
SRR27421011.1177	NC_012152.1	5710
SRR27421011.8381	NC_012152.1	9338
SRR27421011.18147	NC_012152.1	6709
SRR27421011.10382	NC_012152.1	11714
SRR27421011.29816	NC_012152.1	7290
SRR27421011.24752	NC_012152.1	5397
SRR27421011.26423	NC_012152.1	6880
SRR27421011.3578	NC_012152.1	6687
SRR27421011.28625	NC_012152.1	9285
SRR27421011.8666	NC_012152.1	7669
SRR27421011.29704	NC_012152.1	8533
SRR27421011.1617	NC_012152.1	6744
SRR27421011.14161	NC_012152.1	6624
SRR27421011.18145	NC_012152.1	6798
SRR27421011.22728	NC_012152.1	7841
SRR27421011.25288	NC_012152.1	13607
SRR27421011.28669	NC_012152.1	6657
SRR27421011.29327	NC_012152.1	6661
SRR27421011.2767	NC_012152.1	9521
SRR27421011.27601	NC_012152.1	6560
SRR27421011.4805	NC_012152.1	6526
SRR27421011.17830	NC_012152.1	19549
SRR27421011.13802	NC_012152.1	7172
SRR27421011.22440	NC_012152.1	6232
SRR27421011.6180	NC_012152.1	6839
SRR27421011.9879	NC_012152.1	15801
SRR27421011.2528	NC_012152.1	7002
SRR27421011.27669	NC_012152.1	7202
SRR27421011.5948	NC_012152.1	10259
SRR27421011.15740	NC_012152.1	6942
SRR27421011.15390	NC_012152.1	6755
SRR27421011.26976	NC_012152.1	9762
SRR27421011.20369	NC_012152.1	8315
SRR27421011.28796	NC_012152.1	10496
SRR27421011.28839	NC_012152.1	15936
SRR27421011.19014	NC_012152.1	6825
SRR27421011.15267	NC_012152.1	8542
SRR27421011.7539	NC_012152.1	7879
SRR27421011.3121	NC_012152.1	8948
SRR27421011.9478	NC_012152.1	7696
SRR27421011.24908	NC_012152.1	6013
SRR27421011.24062	NC_012152.1	9681
SRR27421011.22915	NC_012152.1	7400
SRR27421011.7314	NC_012152.1	6993
SRR27421011.23725	NC_012152.1	10659
SRR27421011.26029	NC_012152.1	8200
SRR27421011.266	NC_012152.1	13544
SRR27421011.26611	NC_012152.1	12553
SRR27421011.2047	NC_012152.1	6656
SRR27421011.25766	NC_012152.1	6894
SRR27421011.25573	NC_012152.1	6878
SRR27421011.18032	NC_012152.1	7767
SRR27421011.14457	NC_012152.1	7551
SRR27421011.24371	NC_012152.1	6626
SRR27421011.21758	NC_012152.1	14192
SRR27421011.27900	NC_012152.1	13385
SRR27421011.28166	NC_012152.1	14220
SRR27421011.6679	NC_012152.1	7003
SRR27421011.23108	NC_012152.1	7882
SRR27421011.26307	NC_012152.1	13167
SRR27421011.26460	NC_012152.1	9509
SRR27421011.22694	NC_012152.1	6655
SRR27421011.17999	NC_012152.1	6734
SRR27421011.16410	NC_012152.1	9593
SRR27421011.7084	NC_012152.1	6666
SRR27421011.16222	NC_012152.1	9467
SRR27421011.2992	NC_012152.1	5339
SRR27421011.27127	NC_012152.1	9752
SRR27421011.15176	NC_012152.1	7047
SRR27421011.24758	NC_012152.1	9935
SRR27421011.413	NC_012152.1	7592
SRR27421011.15075	NC_012152.1	7135
SRR27421011.6656	NC_012152.1	9661
SRR27421011.15344	NC_012152.1	6591
SRR27421011.7393	NC_012152.1	6329
SRR27421011.10135	NC_012152.1	7436
SRR27421011.29517	NC_012152.1	5945
SRR27421011.5559	NC_012152.1	10443
SRR27421011.366	NC_012152.1	6891
SRR27421011.1581	NC_012152.1	7473
SRR27421011.24484	NC_012152.1	9571
SRR27421011.25193	NC_012152.1	6818
SRR27421011.1058	NC_012152.1	5784
SRR27421011.21771	NC_012152.1	6908
SRR27421011.15206	NC_012152.1	6838
SRR27421011.10938	NC_012152.1	7144
SRR27421011.13193	NC_012152.1	6341
SRR27421011.484	NC_012152.1	10512
SRR27421011.22525	NC_012152.1	6518
SRR27421011.16762	NC_012152.1	6484
SRR27421011.25357	NC_012152.1	17940
SRR27421011.29310	NC_012152.1	6760
SRR27421011.4147	NC_012152.1	6877
SRR27421011.19722	NC_012152.1	10170
SRR27421011.7680	NC_012152.1	6889
SRR27421011.21363	NC_012152.1	9207
SRR27421011.20014	NC_012152.1	9553
SRR27421011.14165	NC_012152.1	6331
SRR27421011.8231	NC_012152.1	9955
SRR27421011.14297	NC_012152.1	7152
SRR27421011.3757	NC_012152.1	7292
SRR27421011.18613	NC_012152.1	8400
SRR27421011.13274	NC_012152.1	7360
SRR27421011.12576	NC_012152.1	6678
SRR27421011.22167	NC_012152.1	6265
SRR27421011.18838	NC_012152.1	6175
SRR27421011.8982	NC_012152.1	7199
SRR27421011.16980	NC_012152.1	6557
SRR27421011.3269	NC_012152.1	13500
SRR27421011.18436	NC_012152.1	10080
SRR27421011.18576	NC_012152.1	12180
SRR27421011.18992	NC_012152.1	6560
SRR27421011.981	NC_012152.1	6893
SRR27421011.18589	NC_012152.1	6701
SRR27421011.18867	NC_012152.1	12185
SRR27421011.20714	NC_012152.1	5809
SRR27421011.16069	NC_012152.1	9438
SRR27421011.1534	NC_012152.1	9921
SRR27421011.16658	NC_012152.1	6867
SRR27421011.17474	NC_012152.1	5372
SRR27421011.29439	NC_012152.1	5564
SRR27421011.26528	NC_012152.1	6905
SRR27421011.25451	NC_012152.1	6687
SRR27421011.27885	NC_012152.1	6447
SRR27421011.27651	NC_012152.1	6442
SRR27421011.21014	NC_012152.1	8442
SRR27421011.16565	NC_012152.1	7076
SRR27421011.29686	NC_012152.1	6767
SRR27421011.21357	NC_012152.1	9636
SRR27421011.23534	NC_012152.1	8401
SRR27421011.30276	NC_012152.1	6694
SRR27421011.26974	NC_012152.1	7788
SRR27421011.5912	NC_012152.1	8786
SRR27421011.20408	NC_012152.1	7405
SRR27421011.25579	NC_012152.1	7776
SRR27421011.21145	NC_012152.1	14274
SRR27421011.9444	NC_012152.1	12274
SRR27421011.14926	NC_012152.1	5823
SRR27421011.23931	NC_012152.1	6086
SRR27421011.8449	NC_012152.1	8478
SRR27421011.21177	NC_012152.1	6552
SRR27421011.2609	NC_012152.1	6785
SRR27421011.2635	NC_012152.1	6789
SRR27421011.3477	NC_012152.1	5914
SRR27421011.21076	NC_012152.1	6700
SRR27421011.1218	NC_012152.1	6737
SRR27421011.10068	NC_012152.1	6734
SRR27421011.18540	NC_012152.1	9426
SRR27421011.26213	NC_012152.1	6825
SRR27421011.4392	NC_012152.1	9844
SRR27421011.883	NC_012152.1	7752
SRR27421011.9399	NC_012152.1	8628
SRR27421011.30198	NC_012152.1	6713
SRR27421011.20191	NC_012152.1	6950
SRR27421011.19953	NC_012152.1	6949
SRR27421011.22445	NC_012152.1	5320
SRR27421011.9260	NC_012152.1	16205
SRR27421011.2285	NC_012152.1	6190
SRR27421011.17420	NC_012152.1	21951
SRR27421011.15389	NC_012152.1	9075
SRR27421011.18692	NC_012152.1	5472
SRR27421011.3370	NC_012152.1	6276
SRR27421011.19598	NC_012152.1	7344
SRR27421011.18415	NC_012152.1	5747
SRR27421011.29989	NC_012152.1	9744
SRR27421011.16475	NC_012152.1	7031
SRR27421011.29412	NC_012152.1	5578
SRR27421011.7492	NC_012152.1	10241
SRR27421011.24905	NC_012152.1	7859
SRR27421011.3587	NC_012152.1	6695
SRR27421011.6945	NC_012152.1	13451
SRR27421011.14236	NC_012152.1	9675
SRR27421011.2222	NC_012152.1	6492
SRR27421011.17152	NC_012152.1	8902
SRR27421011.10331	NC_012152.1	6434
SRR27421011.17454	NC_012152.1	8568
SRR27421011.21796	NC_012152.1	5202
SRR27421011.18118	NC_012152.1	6647
SRR27421011.22843	NC_012152.1	9462
SRR27421011.3863	NC_012152.1	6295
SRR27421011.20842	NC_012152.1	9200
SRR27421011.5363	NC_012152.1	9425
SRR27421011.9400	NC_012152.1	8390
SRR27421011.27887	NC_012152.1	5409
SRR27421011.7265	NC_012152.1	9534
SRR27421011.20841	NC_012152.1	9187
SRR27421011.12705	NC_012152.1	9825
SRR27421011.19087	NC_012152.1	7664
SRR27421011.11579	NC_012152.1	7043
SRR27421011.24553	NC_012152.1	7022
SRR27421011.13814	NC_012152.1	6390
SRR27421011.22711	NC_012152.1	9691
SRR27421011.4329	NC_012152.1	5180
SRR27421011.26991	NC_012152.1	6189
SRR27421011.11674	NC_012152.1	8608
SRR27421011.18961	NC_012152.1	14707
SRR27421011.27513	NC_012152.1	6984
SRR27421011.2344	NC_012152.1	6756
SRR27421011.13558	NC_012152.1	12045
SRR27421011.2596	NC_012152.1	6713
SRR27421011.4977	NC_012152.1	5077
SRR27421011.18388	NC_012152.1	9094
SRR27421011.18502	NC_012152.1	9050
SRR27421011.12337	NC_012152.1	9409
SRR27421011.25950	NC_012152.1	10136
SRR27421011.29568	NC_012152.1	14775
SRR27421011.29218	NC_012152.1	5225
SRR27421011.23627	NC_012152.1	18182
SRR27421011.12928	NC_012152.1	6251
SRR27421011.2943	NC_012152.1	7029
SRR27421011.6231	NC_012152.1	12866
SRR27421011.1035	NC_012152.1	6693
SRR27421011.7678	NC_012152.1	5261
SRR27421011.8387	NC_012152.1	9908
SRR27421011.22786	NC_012152.1	6776
SRR27421011.14197	NC_012152.1	16011
SRR27421011.15435	NC_012152.1	7600
SRR27421011.28006	NC_012152.1	6619
SRR27421011.11248	NC_012152.1	7552
SRR27421011.18912	NC_012152.1	11316
SRR27421011.15054	NC_012152.1	9719
SRR27421011.22308	NC_012152.1	11541
SRR27421011.15179	NC_012152.1	8590
SRR27421011.7326	NC_012152.1	5316
SRR27421011.7616	NC_012152.1	5261
SRR27421011.22634	NC_012152.1	9206
SRR27421011.15371	NC_012152.1	6184
SRR27421011.5541	NC_012152.1	6691
SRR27421011.2208	NC_012152.1	10041
SRR27421011.11446	NC_012152.1	7835
SRR27421011.5813	NC_012152.1	9561
SRR27421011.20579	NC_012152.1	5577
SRR27421011.15564	NC_012152.1	9699
SRR27421011.511	NC_012152.1	9313
SRR27421011.24727	NC_012152.1	5575
SRR27421011.25810	NC_012152.1	6906
SRR27421011.29819	NC_012152.1	8448
SRR27421011.18876	NC_012152.1	7150
SRR27421011.9092	NC_012152.1	6745
SRR27421011.15074	NC_012152.1	6813
SRR27421011.30173	NC_012152.1	6748
SRR27421011.27420	NC_012152.1	6638
SRR27421011.27419	NC_012152.1	6640
SRR27421011.9615	NC_012152.1	17466
SRR27421011.17607	NC_012152.1	9787
SRR27421011.2655	NC_012152.1	9790
SRR27421011.19103	NC_012152.1	6909
SRR27421011.22115	NC_012152.1	9276
SRR27421011.27310	NC_012152.1	9467
SRR27421011.13869	NC_012152.1	9300
SRR27421011.10697	NC_012152.1	13320
SRR27421011.14390	NC_012152.1	19215
SRR27421011.26651	NC_012152.1	6250
SRR27421011.17882	NC_012152.1	6624
SRR27421011.2521	NC_012152.1	10724
SRR27421011.4496	NC_012152.1	8343
SRR27421011.23613	NC_012152.1	6346
SRR27421011.1580	NC_012152.1	6659
SRR27421011.19362	NC_012152.1	6021
SRR27421011.18310	NC_012152.1	7454
SRR27421011.20254	NC_012152.1	8926
SRR27421011.24406	NC_012152.1	8071
SRR27421011.9514	NC_012152.1	6661
SRR27421011.23513	NC_012152.1	5666
SRR27421011.26459	NC_012152.1	9317
SRR27421011.5874	NC_012152.1	13363
SRR27421011.5617	NC_012152.1	10539
SRR27421011.20915	NC_012152.1	7136
SRR27421011.15499	NC_012152.1	6646
SRR27421011.6852	NC_012152.1	8621
SRR27421011.13904	NC_012152.1	6608
SRR27421011.3726	NC_012152.1	5951
SRR27421011.6363	NC_012152.1	9737
SRR27421011.25761	NC_012152.1	8256
SRR27421011.4307	NC_012152.1	5863
SRR27421011.16415	NC_012152.1	9537
SRR27421011.29296	NC_012152.1	6883
SRR27421011.20283	NC_012152.1	6168
SRR27421011.22756	NC_012152.1	7134
SRR27421011.1152	NC_012152.1	9307
SRR27421011.19910	NC_012152.1	9466
SRR27421011.13339	NC_012152.1	6932
SRR27421011.21778	NC_012152.1	6809
SRR27421011.26496	NC_012152.1	9582
SRR27421011.6995	NC_012152.1	7051
SRR27421011.12318	NC_012152.1	5339
SRR27421011.15511	NC_012152.1	7404
SRR27421011.27703	NC_012152.1	10126
SRR27421011.2814	NC_012152.1	7132
SRR27421011.29481	NC_012152.1	7264
SRR27421011.4514	NC_012152.1	5338
SRR27421011.22276	NC_012152.1	7552
SRR27421011.218	NC_012152.1	6707
SRR27421011.27257	NC_012152.1	6698
SRR27421011.28479	NC_012152.1	7783
SRR27421011.3576	NC_012152.1	6179
SRR27421011.28950	NC_012152.1	6034
SRR27421011.23246	NC_012152.1	6539
SRR27421011.16617	NC_012152.1	6995
SRR27421011.12772	NC_012152.1	6874
SRR27421011.25354	NC_012152.1	7509
SRR27421011.11338	NC_012152.1	5252
SRR27421011.12276	NC_012152.1	12178
SRR27421011.6414	NC_012152.1	5384
SRR27421011.28317	NC_012152.1	13893
SRR27421011.27461	NC_012152.1	6768
SRR27421011.18649	NC_012152.1	7257
SRR27421011.4477	NC_012152.1	6691
SRR27421011.7376	NC_012152.1	5835
SRR27421011.1517	NC_012152.1	6643
SRR27421011.16430	NC_012152.1	5658
SRR27421011.29763	NC_012152.1	8774
SRR27421011.5234	NC_012152.1	10583
SRR27421011.26070	NC_012152.1	7778
SRR27421011.15370	NC_012152.1	9547
SRR27421011.22813	NC_012152.1	8311
SRR27421011.4699	NC_012152.1	8686
SRR27421011.25843	NC_012152.1	9321
SRR27421011.8653	NC_012152.1	6496
SRR27421011.6639	NC_012152.1	14176
SRR27421011.28689	NC_012152.1	7001
SRR27421011.10564	NC_012152.1	6606
SRR27421011.26718	NC_012152.1	8227
SRR27421011.2424	NC_012152.1	6716
SRR27421011.17171	NC_012152.1	6723
SRR27421011.16472	NC_012152.1	12407
SRR27421011.1824	NC_012152.1	9448
SRR27421011.12835	NC_012152.1	5463
SRR27421011.15031	NC_012152.1	5588
SRR27421011.23806	NC_012152.1	6630
SRR27421011.23157	NC_012152.1	8486
SRR27421011.22037	NC_012152.1	8457
SRR27421011.9973	NC_012152.1	6669
SRR27421011.27685	NC_012152.1	6779
SRR27421011.8432	NC_012152.1	9326
SRR27421011.2850	NC_012152.1	9775
SRR27421011.26166	NC_012152.1	6692
SRR27421011.29651	NC_012152.1	5561
SRR27421011.29362	NC_012152.1	5520
SRR27421011.1605	NC_012152.1	9437
SRR27421011.14144	NC_012152.1	7255
SRR27421011.13464	NC_012152.1	6703
SRR27421011.6009	NC_012152.1	6596
SRR27421011.2076	NC_012152.1	6561
SRR27421011.19034	NC_012152.1	10766
SRR27421011.17994	NC_012152.1	7159
SRR27421011.25341	NC_012152.1	11947
SRR27421011.24480	NC_012152.1	9665
SRR27421011.15762	NC_012152.1	9338
SRR27421011.22269	NC_012152.1	7051
SRR27421011.1958	NC_012152.1	12263
SRR27421011.11925	NC_012152.1	6979
SRR27421011.20616	NC_012152.1	6021
SRR27421011.1569	NC_012152.1	12202
SRR27421011.24233	NC_012152.1	8628
SRR27421011.1756	NC_012152.1	6845
SRR27421011.16901	NC_012152.1	9631
SRR27421011.25611	NC_012152.1	6639
SRR27421011.17137	NC_012152.1	6551
SRR27421011.23629	NC_012152.1	8358
SRR27421011.22562	NC_012152.1	9527
SRR27421011.17295	NC_012152.1	5997
SRR27421011.27146	NC_012152.1	8943
SRR27421011.24824	NC_012152.1	5064
SRR27421011.20181	NC_012152.1	8599
SRR27421011.25196	NC_012152.1	6626
SRR27421011.13251	NC_012152.1	6870
SRR27421011.11921	NC_012152.1	6282
SRR27421011.11907	NC_012152.1	6263
SRR27421011.6693	NC_012152.1	5628
SRR27421011.89	NC_012152.1	8509
SRR27421011.10481	NC_012152.1	6285
SRR27421011.2187	NC_012152.1	8517
SRR27421011.4638	NC_012152.1	8508
SRR27421011.4290	NC_012152.1	7522
SRR27421011.2539	NC_012152.1	7764
SRR27421011.14395	NC_012152.1	5356
SRR27421011.2422	NC_012152.1	6787
SRR27421011.21789	NC_012152.1	6263
SRR27421011.11218	NC_012152.1	5431
SRR27421011.494	NC_012152.1	6676
SRR27421011.3182	NC_012152.1	6934
SRR27421011.21879	NC_012152.1	7655
SRR27421011.3962	NC_012152.1	6669
SRR27421011.9710	NC_012152.1	7879
SRR27421011.9886	NC_012152.1	5756
SRR27421011.2747	NC_012152.1	6749
SRR27421011.28659	NC_012152.1	7005
SRR27421011.506	NC_012152.1	7550
SRR27421011.5316	NC_012152.1	8614
SRR27421011.14139	NC_012152.1	7408
SRR27421011.370	NC_012152.1	7558
SRR27421011.28281	NC_012152.1	8146
SRR27421011.1223	NC_012152.1	8745
SRR27421011.2286	NC_012152.1	10259
SRR27421011.2606	NC_012152.1	6797
SRR27421011.10340	NC_012152.1	7070
SRR27421011.12996	NC_012152.1	6781
SRR27421011.17821	NC_012152.1	5971
SRR27421011.28329	NC_012152.1	6281
SRR27421011.12665	NC_012152.1	6794
SRR27421011.20701	NC_012152.1	7580
SRR27421011.25392	NC_012152.1	7100
SRR27421011.29861	NC_012152.1	7936
SRR27421011.18712	NC_012152.1	6598
SRR27421011.10259	NC_012152.1	7200
SRR27421011.7659	NC_012152.1	5780
SRR27421011.3388	NC_012152.1	8071
SRR27421011.6264	NC_012152.1	6343
SRR27421011.7843	NC_012152.1	6822
SRR27421011.9296	NC_012152.1	6271
SRR27421011.13663	NC_012152.1	6315
SRR27421011.29444	NC_012152.1	6335
SRR27421011.10313	NC_012152.1	7996
SRR27421011.29594	NC_012152.1	6662
SRR27421011.30108	NC_012152.1	8100
SRR27421011.20386	NC_012152.1	7986
SRR27421011.26685	NC_012152.1	6795
SRR27421011.8934	NC_012152.1	6486
SRR27421011.7371	NC_012152.1	6696
SRR27421011.17985	NC_012152.1	12996
SRR27421011.27804	NC_012152.1	6261
SRR27421011.5045	NC_012152.1	6842
SRR27421011.12749	NC_012152.1	7599
SRR27421011.22651	NC_012152.1	7110
SRR27421011.117	NC_012152.1	7259
SRR27421011.30266	NC_012152.1	5926
SRR27421011.5585	NC_012152.1	6313
SRR27421011.18873	NC_012152.1	6996
SRR27421011.16347	NC_012152.1	6825
SRR27421011.2886	NC_012152.1	6848
SRR27421011.29739	NC_012152.1	9679
SRR27421011.27884	NC_012152.1	7720
SRR27421011.11880	NC_012152.1	7206
SRR27421011.10273	NC_012152.1	6456
SRR27421011.4184	NC_012152.1	6913
SRR27421011.29232	NC_012152.1	6847
SRR27421011.7745	NC_012152.1	6925
SRR27421011.17559	NC_012152.1	6526
SRR27421011.22970	NC_012152.1	7712
SRR27421011.14700	NC_012152.1	6227
SRR27421011.25808	NC_012152.1	6656
SRR27421011.24980	NC_012152.1	5687
SRR27421011.24981	NC_012152.1	5664
SRR27421011.14187	NC_012152.1	5617
SRR27421011.7254	NC_012152.1	5810
SRR27421011.20680	NC_012152.1	5941
SRR27421011.20879	NC_012152.1	5929
SRR27421011.15969	NC_012152.1	6700
SRR27421011.23031	NC_012152.1	5858
SRR27421011.20693	NC_012152.1	7041
SRR27421011.23998	NC_012152.1	6046
SRR27421011.9769	NC_012152.1	6122
SRR27421011.8133	NC_012152.1	5370
SRR27421011.19682	NC_012152.1	8837
SRR27421011.16707	NC_012152.1	5483
SRR27421011.22256	NC_012152.1	5653
SRR27421011.9390	NC_012152.1	5320
SRR27421011.9971	NC_012152.1	6584
SRR27421011.4308	NC_012152.1	6626
SRR27421011.18437	NC_012152.1	6337
SRR27421011.13271	NC_012152.1	6242
SRR27421011.16636	NC_012152.1	6265
SRR27421011.16359	NC_012152.1	6228
SRR27421011.27386	NC_012152.1	7640
SRR27421011.25449	NC_012152.1	6328
SRR27421011.27388	NC_012152.1	5796
SRR27421011.27835	NC_012152.1	7040
SRR27421011.10489	NC_012152.1	5388
SRR27421011.9017	NC_012152.1	5312
SRR27421011.8936	NC_012152.1	7673
SRR27421011.9815	NC_012152.1	5495
SRR27421011.17016	NC_012152.1	6218
SRR27421011.30	NC_012156.1	7272
SRR27421011.79	NC_012156.1	10697
SRR27421011.92	NC_012156.1	31769
SRR27421011.410	NC_012156.1	31375
SRR27421011.591	NC_012156.1	19025
SRR27421011.593	NC_012156.1	31548
SRR27421011.676	NC_012156.1	19595
SRR27421011.784	NC_012156.1	32716
SRR27421011.1049	NC_012156.1	72686
SRR27421011.1146	NC_012156.1	22079
SRR27421011.1296	NC_012156.1	22446
SRR27421011.1492	NC_012156.1	13915
SRR27421011.1512	NC_012156.1	8630
SRR27421011.1725	NC_012156.1	9309
SRR27421011.1794	NC_012156.1	6625
SRR27421011.1916	NC_012156.1	6547
SRR27421011.1978	NC_012156.1	16128
SRR27421011.1993	NC_012156.1	22591
SRR27421011.2105	NC_012156.1	6766
SRR27421011.2144	NC_012156.1	25700
SRR27421011.2256	NC_012156.1	21067
SRR27421011.2414	NC_012156.1	8903
SRR27421011.2555	NC_012156.1	8296
SRR27421011.2718	NC_012156.1	6375
SRR27421011.2968	NC_012156.1	21331
SRR27421011.2972	NC_012156.1	5840
SRR27421011.3192	NC_012156.1	28073
SRR27421011.3260	NC_012156.1	25193
SRR27421011.3372	NC_012156.1	31541
SRR27421011.3645	NC_012156.1	30224
SRR27421011.3657	NC_012156.1	10499
SRR27421011.3678	NC_012156.1	26604
SRR27421011.3753	NC_012156.1	7970
SRR27421011.4051	NC_012156.1	6336
SRR27421011.4075	NC_012156.1	15267
SRR27421011.4579	NC_012156.1	10712
SRR27421011.5164	NC_012156.1	19308
SRR27421011.5292	NC_012156.1	8377
SRR27421011.5979	NC_012156.1	17459
SRR27421011.6105	NC_012156.1	29064
SRR27421011.6181	NC_012156.1	12772
SRR27421011.6500	NC_012156.1	10900
SRR27421011.6581	NC_012156.1	31471
SRR27421011.7192	NC_012156.1	10837
SRR27421011.7397	NC_012156.1	5296
SRR27421011.7669	NC_012156.1	19491
SRR27421011.7862	NC_012156.1	18626
SRR27421011.7890	NC_012156.1	5301
SRR27421011.8052	NC_012156.1	20384
SRR27421011.8630	NC_012156.1	33199
