ReadID	Reference	ReadLength
SRR27421012.138541	NC_012152.1	6851
SRR27421012.158350	NC_012152.1	6688
SRR27421012.129347	NC_012152.1	9550
SRR27421012.104649	NC_012152.1	9327
SRR27421012.60495	NC_012152.1	9122
SRR27421012.57337	NC_012152.1	7577
SRR27421012.121150	NC_012152.1	10633
SRR27421012.88181	NC_012152.1	5890
SRR27421012.93434	NC_012152.1	7886
SRR27421012.38188	NC_012152.1	10540
SRR27421012.167322	NC_012152.1	5801
SRR27421012.63514	NC_012152.1	8898
SRR27421012.82080	NC_012152.1	6162
SRR27421012.95858	NC_012152.1	6883
SRR27421012.171162	NC_012152.1	7784
SRR27421012.21226	NC_012152.1	10518
SRR27421012.157453	NC_012152.1	10620
SRR27421012.52802	NC_012152.1	12989
SRR27421012.3543	NC_012152.1	9372
SRR27421012.36455	NC_012152.1	6373
SRR27421012.27111	NC_012152.1	6787
SRR27421012.117502	NC_012152.1	6123
SRR27421012.17260	NC_012152.1	7013
SRR27421012.69664	NC_012152.1	7241
SRR27421012.176333	NC_012152.1	6989
SRR27421012.172914	NC_012152.1	5235
SRR27421012.103213	NC_012152.1	5538
SRR27421012.1642	NC_012152.1	8626
SRR27421012.175246	NC_012152.1	9608
SRR27421012.76345	NC_012152.1	10850
SRR27421012.51346	NC_012152.1	6356
SRR27421012.73039	NC_012152.1	8564
SRR27421012.20345	NC_012152.1	6335
SRR27421012.20344	NC_012152.1	6370
SRR27421012.89160	NC_012152.1	16767
SRR27421012.65355	NC_012152.1	12328
SRR27421012.37008	NC_012152.1	9869
SRR27421012.123253	NC_012152.1	6657
SRR27421012.124627	NC_012152.1	9681
SRR27421012.111934	NC_012152.1	6529
SRR27421012.160237	NC_012152.1	5307
SRR27421012.162917	NC_012152.1	10380
SRR27421012.4857	NC_012152.1	7806
SRR27421012.163517	NC_012152.1	6789
SRR27421012.33120	NC_012152.1	9195
SRR27421012.72837	NC_012152.1	9769
SRR27421012.25530	NC_012152.1	9524
SRR27421012.7964	NC_012152.1	10126
SRR27421012.74519	NC_012152.1	9150
SRR27421012.146719	NC_012152.1	9481
SRR27421012.88894	NC_012152.1	11863
SRR27421012.4477	NC_012152.1	7266
SRR27421012.125830	NC_012152.1	9979
SRR27421012.162158	NC_012152.1	11676
SRR27421012.115390	NC_012152.1	8036
SRR27421012.135248	NC_012152.1	6917
SRR27421012.147694	NC_012152.1	6309
SRR27421012.170989	NC_012152.1	5597
SRR27421012.134815	NC_012152.1	6915
SRR27421012.83942	NC_012152.1	7262
SRR27421012.145884	NC_012152.1	8830
SRR27421012.84336	NC_012152.1	8301
SRR27421012.19840	NC_012152.1	7497
SRR27421012.168713	NC_012152.1	6886
SRR27421012.87890	NC_012152.1	7191
SRR27421012.8893	NC_012152.1	6543
SRR27421012.12571	NC_012152.1	10222
SRR27421012.116683	NC_012152.1	11007
SRR27421012.151311	NC_012152.1	7108
SRR27421012.55094	NC_012152.1	7083
SRR27421012.107824	NC_012152.1	8349
SRR27421012.10957	NC_012152.1	6554
SRR27421012.49702	NC_012152.1	8331
SRR27421012.33268	NC_012152.1	9346
SRR27421012.111253	NC_012152.1	8379
SRR27421012.9742	NC_012152.1	15470
SRR27421012.20714	NC_012152.1	6305
SRR27421012.52919	NC_012152.1	8241
SRR27421012.131363	NC_012152.1	8976
SRR27421012.125491	NC_012152.1	6836
SRR27421012.44489	NC_012152.1	7496
SRR27421012.126971	NC_012152.1	8203
SRR27421012.21518	NC_012152.1	6325
SRR27421012.67391	NC_012152.1	9650
SRR27421012.37444	NC_012152.1	11017
SRR27421012.51155	NC_012152.1	7062
SRR27421012.121345	NC_012152.1	9791
SRR27421012.121346	NC_012152.1	9750
SRR27421012.56267	NC_012152.1	15058
SRR27421012.2593	NC_012152.1	6552
SRR27421012.77544	NC_012152.1	6496
SRR27421012.120067	NC_012152.1	9351
SRR27421012.6519	NC_012152.1	7993
SRR27421012.135383	NC_012152.1	6780
SRR27421012.120771	NC_012152.1	8294
SRR27421012.82693	NC_012152.1	6618
SRR27421012.144624	NC_012152.1	5527
SRR27421012.170834	NC_012152.1	6122
SRR27421012.88516	NC_012152.1	21935
SRR27421012.14272	NC_012152.1	6733
SRR27421012.13270	NC_012152.1	6667
SRR27421012.14469	NC_012152.1	6693
SRR27421012.58034	NC_012152.1	6041
SRR27421012.88205	NC_012152.1	5438
SRR27421012.53660	NC_012152.1	5506
SRR27421012.87193	NC_012152.1	6732
SRR27421012.1682	NC_012152.1	6731
SRR27421012.81644	NC_012152.1	10106
SRR27421012.6253	NC_012152.1	7000
SRR27421012.160460	NC_012152.1	6799
SRR27421012.2081	NC_012152.1	6739
SRR27421012.159974	NC_012152.1	9135
SRR27421012.24324	NC_012152.1	9937
SRR27421012.5656	NC_012152.1	8693
SRR27421012.5188	NC_012152.1	9072
SRR27421012.33091	NC_012152.1	5975
SRR27421012.32617	NC_012152.1	5992
SRR27421012.71873	NC_012152.1	9794
SRR27421012.105277	NC_012152.1	7138
SRR27421012.19549	NC_012152.1	9474
SRR27421012.105123	NC_012152.1	7043
SRR27421012.42780	NC_012152.1	6645
SRR27421012.71428	NC_012152.1	6962
SRR27421012.43849	NC_012152.1	6749
SRR27421012.44752	NC_012152.1	6737
SRR27421012.79943	NC_012152.1	7068
SRR27421012.169538	NC_012152.1	14484
SRR27421012.32449	NC_012152.1	6959
SRR27421012.91430	NC_012152.1	9699
SRR27421012.2951	NC_012152.1	6731
SRR27421012.51072	NC_012152.1	7195
SRR27421012.40933	NC_012152.1	10323
SRR27421012.162937	NC_012152.1	5562
SRR27421012.163115	NC_012152.1	5585
SRR27421012.114636	NC_012152.1	6747
SRR27421012.9867	NC_012152.1	7435
SRR27421012.162149	NC_012152.1	6338
SRR27421012.60359	NC_012152.1	6790
SRR27421012.49437	NC_012152.1	9623
SRR27421012.151607	NC_012152.1	9532
SRR27421012.165555	NC_012152.1	11874
SRR27421012.175181	NC_012152.1	7569
SRR27421012.101953	NC_012152.1	7607
SRR27421012.48333	NC_012152.1	7481
SRR27421012.16548	NC_012152.1	7562
SRR27421012.158671	NC_012152.1	7123
SRR27421012.135861	NC_012152.1	6853
SRR27421012.135107	NC_012152.1	6882
SRR27421012.46444	NC_012152.1	7035
SRR27421012.160339	NC_012152.1	8591
SRR27421012.46633	NC_012152.1	9616
SRR27421012.48318	NC_012152.1	9624
SRR27421012.12803	NC_012152.1	8483
SRR27421012.115284	NC_012152.1	7014
SRR27421012.157945	NC_012152.1	8955
SRR27421012.61847	NC_012152.1	5076
SRR27421012.126669	NC_012152.1	9866
SRR27421012.167397	NC_012152.1	6939
SRR27421012.52731	NC_012152.1	6963
SRR27421012.52565	NC_012152.1	10758
SRR27421012.32093	NC_012152.1	20618
SRR27421012.32609	NC_012152.1	7125
SRR27421012.123313	NC_012152.1	10255
SRR27421012.110374	NC_012152.1	13409
SRR27421012.112272	NC_012152.1	15471
SRR27421012.108787	NC_012152.1	13406
SRR27421012.25089	NC_012152.1	9227
SRR27421012.119604	NC_012152.1	7277
SRR27421012.90966	NC_012152.1	9884
SRR27421012.89265	NC_012152.1	5883
SRR27421012.15272	NC_012152.1	9716
SRR27421012.158066	NC_012152.1	6271
SRR27421012.31910	NC_012152.1	14439
SRR27421012.159957	NC_012152.1	14954
SRR27421012.96787	NC_012152.1	7799
SRR27421012.22653	NC_012152.1	7789
SRR27421012.10930	NC_012152.1	7246
SRR27421012.27133	NC_012152.1	6617
SRR27421012.170411	NC_012152.1	6760
SRR27421012.11331	NC_012152.1	10047
SRR27421012.76037	NC_012152.1	7554
SRR27421012.16890	NC_012152.1	9627
SRR27421012.98237	NC_012152.1	6965
SRR27421012.173220	NC_012152.1	6326
SRR27421012.68374	NC_012152.1	8136
SRR27421012.167641	NC_012152.1	6756
SRR27421012.109401	NC_012152.1	9867
SRR27421012.84579	NC_012152.1	7003
SRR27421012.164508	NC_012152.1	9469
SRR27421012.48246	NC_012152.1	6226
SRR27421012.173298	NC_012152.1	7090
SRR27421012.169397	NC_012152.1	8481
SRR27421012.81835	NC_012152.1	6942
SRR27421012.104574	NC_012152.1	5112
SRR27421012.132981	NC_012152.1	14974
SRR27421012.110138	NC_012152.1	15524
SRR27421012.58116	NC_012152.1	9719
SRR27421012.98315	NC_012152.1	5547
SRR27421012.74927	NC_012152.1	7974
SRR27421012.109896	NC_012152.1	9695
SRR27421012.124923	NC_012152.1	7712
SRR27421012.168367	NC_012152.1	6956
SRR27421012.3254	NC_012152.1	8912
SRR27421012.58995	NC_012152.1	7524
SRR27421012.75314	NC_012152.1	6913
SRR27421012.135191	NC_012152.1	7597
SRR27421012.36097	NC_012152.1	9303
SRR27421012.26341	NC_012152.1	6437
SRR27421012.62768	NC_012152.1	6627
SRR27421012.16051	NC_012152.1	13932
SRR27421012.148660	NC_012152.1	16393
SRR27421012.94407	NC_012152.1	11736
SRR27421012.74352	NC_012152.1	6914
SRR27421012.62067	NC_012152.1	6490
SRR27421012.29603	NC_012152.1	9357
SRR27421012.142296	NC_012152.1	6709
SRR27421012.149237	NC_012152.1	6792
SRR27421012.84463	NC_012152.1	6705
SRR27421012.53966	NC_012152.1	5195
SRR27421012.126803	NC_012152.1	6843
SRR27421012.152246	NC_012152.1	6834
SRR27421012.116769	NC_012152.1	7591
SRR27421012.143169	NC_012152.1	6983
SRR27421012.103538	NC_012152.1	6934
SRR27421012.89052	NC_012152.1	14213
SRR27421012.96678	NC_012152.1	5213
SRR27421012.34385	NC_012152.1	6866
SRR27421012.16217	NC_012152.1	6635
SRR27421012.80506	NC_012152.1	9209
SRR27421012.121924	NC_012152.1	13191
SRR27421012.42139	NC_012152.1	12178
SRR27421012.128272	NC_012152.1	8802
SRR27421012.7398	NC_012152.1	13442
SRR27421012.114935	NC_012152.1	5525
SRR27421012.25397	NC_012152.1	11026
SRR27421012.1353	NC_012152.1	7028
SRR27421012.89498	NC_012152.1	15769
SRR27421012.59712	NC_012152.1	8216
SRR27421012.135738	NC_012152.1	9075
SRR27421012.12552	NC_012152.1	6589
SRR27421012.79796	NC_012152.1	5812
SRR27421012.32262	NC_012152.1	5168
SRR27421012.140414	NC_012152.1	7114
SRR27421012.31613	NC_012152.1	5994
SRR27421012.5426	NC_012152.1	15654
SRR27421012.24653	NC_012152.1	6395
SRR27421012.101600	NC_012152.1	9624
SRR27421012.24654	NC_012152.1	6401
SRR27421012.93828	NC_012152.1	5729
SRR27421012.96463	NC_012152.1	6548
SRR27421012.157221	NC_012152.1	9452
SRR27421012.5004	NC_012152.1	6330
SRR27421012.9858	NC_012152.1	9204
SRR27421012.160186	NC_012152.1	6644
SRR27421012.57358	NC_012152.1	6896
SRR27421012.97671	NC_012152.1	6464
SRR27421012.27062	NC_012152.1	6624
SRR27421012.177087	NC_012152.1	6197
SRR27421012.29666	NC_012152.1	10231
SRR27421012.150750	NC_012152.1	6727
SRR27421012.137546	NC_012152.1	5078
SRR27421012.47274	NC_012152.1	20255
SRR27421012.499	NC_012152.1	6691
SRR27421012.49311	NC_012152.1	8395
SRR27421012.142878	NC_012152.1	13836
SRR27421012.147798	NC_012152.1	6715
SRR27421012.93932	NC_012152.1	6719
SRR27421012.36710	NC_012152.1	7552
SRR27421012.139452	NC_012152.1	7038
SRR27421012.70632	NC_012152.1	6740
SRR27421012.118362	NC_012152.1	9153
SRR27421012.142553	NC_012152.1	12740
SRR27421012.142554	NC_012152.1	12694
SRR27421012.41092	NC_012152.1	6944
SRR27421012.155680	NC_012152.1	6166
SRR27421012.94045	NC_012152.1	6365
SRR27421012.148754	NC_012152.1	6730
SRR27421012.118517	NC_012152.1	9658
SRR27421012.175466	NC_012152.1	6361
SRR27421012.175467	NC_012152.1	6335
SRR27421012.97252	NC_012152.1	6580
SRR27421012.165792	NC_012152.1	7597
SRR27421012.120518	NC_012152.1	6674
SRR27421012.105713	NC_012152.1	7088
SRR27421012.172119	NC_012152.1	7849
SRR27421012.89658	NC_012152.1	7075
SRR27421012.98060	NC_012152.1	7538
SRR27421012.12160	NC_012152.1	7344
SRR27421012.175535	NC_012152.1	6788
SRR27421012.125728	NC_012152.1	7182
SRR27421012.173439	NC_012152.1	6763
SRR27421012.131779	NC_012152.1	7246
SRR27421012.172993	NC_012152.1	8770
SRR27421012.68297	NC_012152.1	6613
SRR27421012.8117	NC_012152.1	7895
SRR27421012.123703	NC_012152.1	6223
SRR27421012.160561	NC_012152.1	8548
SRR27421012.125765	NC_012152.1	9702
SRR27421012.48168	NC_012152.1	11333
SRR27421012.41491	NC_012152.1	10544
SRR27421012.19527	NC_012152.1	9649
SRR27421012.73817	NC_012152.1	9367
SRR27421012.108739	NC_012152.1	11620
SRR27421012.129798	NC_012152.1	6869
SRR27421012.17304	NC_012152.1	5988
SRR27421012.46270	NC_012152.1	6141
SRR27421012.140097	NC_012152.1	8427
SRR27421012.38693	NC_012152.1	7667
SRR27421012.57145	NC_012152.1	6693
SRR27421012.41925	NC_012152.1	8040
SRR27421012.143912	NC_012152.1	8340
SRR27421012.161243	NC_012152.1	6598
SRR27421012.132312	NC_012152.1	11773
SRR27421012.61574	NC_012152.1	7009
SRR27421012.99479	NC_012152.1	6184
SRR27421012.55055	NC_012152.1	7660
SRR27421012.87949	NC_012152.1	6563
SRR27421012.35249	NC_012152.1	12814
SRR27421012.175498	NC_012152.1	6984
SRR27421012.24006	NC_012152.1	6869
SRR27421012.151929	NC_012152.1	7329
SRR27421012.176802	NC_012152.1	6997
SRR27421012.165722	NC_012152.1	9396
SRR27421012.45567	NC_012152.1	7033
SRR27421012.171752	NC_012152.1	6532
SRR27421012.87022	NC_012152.1	5993
SRR27421012.44837	NC_012152.1	6795
SRR27421012.73827	NC_012152.1	5228
SRR27421012.99516	NC_012152.1	6921
SRR27421012.27878	NC_012152.1	7430
SRR27421012.68909	NC_012152.1	7967
SRR27421012.27230	NC_012152.1	7005
SRR27421012.92499	NC_012152.1	11810
SRR27421012.160861	NC_012152.1	9383
SRR27421012.123111	NC_012152.1	5213
SRR27421012.121092	NC_012152.1	5227
SRR27421012.119002	NC_012152.1	6398
SRR27421012.31285	NC_012152.1	9478
SRR27421012.138424	NC_012152.1	7105
SRR27421012.137604	NC_012152.1	7113
SRR27421012.123066	NC_012152.1	6558
SRR27421012.99659	NC_012152.1	6498
SRR27421012.73447	NC_012152.1	6756
SRR27421012.171428	NC_012152.1	5115
SRR27421012.132018	NC_012152.1	9653
SRR27421012.28226	NC_012152.1	11287
SRR27421012.122605	NC_012152.1	6859
SRR27421012.10884	NC_012152.1	17405
SRR27421012.171268	NC_012152.1	5081
SRR27421012.59605	NC_012152.1	7028
SRR27421012.126446	NC_012152.1	7249
SRR27421012.126514	NC_012152.1	7205
SRR27421012.112505	NC_012152.1	6952
SRR27421012.149293	NC_012152.1	5869
SRR27421012.115097	NC_012152.1	9264
SRR27421012.98000	NC_012152.1	6239
SRR27421012.61198	NC_012152.1	8143
SRR27421012.61807	NC_012152.1	8059
SRR27421012.159131	NC_012152.1	8383
SRR27421012.56626	NC_012152.1	6867
SRR27421012.52191	NC_012152.1	10093
SRR27421012.149990	NC_012152.1	8299
SRR27421012.38916	NC_012152.1	7970
SRR27421012.175880	NC_012152.1	6771
SRR27421012.165680	NC_012152.1	6771
SRR27421012.86501	NC_012152.1	6670
SRR27421012.77841	NC_012152.1	7156
SRR27421012.144572	NC_012152.1	7870
SRR27421012.165048	NC_012152.1	7259
SRR27421012.168003	NC_012152.1	9507
SRR27421012.124261	NC_012152.1	10970
SRR27421012.166411	NC_012152.1	9025
SRR27421012.41746	NC_012152.1	16757
SRR27421012.31185	NC_012152.1	6674
SRR27421012.36331	NC_012152.1	11704
SRR27421012.67593	NC_012152.1	9764
SRR27421012.66094	NC_012152.1	9546
SRR27421012.5543	NC_012152.1	8209
SRR27421012.3987	NC_012152.1	9559
SRR27421012.149738	NC_012152.1	6158
SRR27421012.114685	NC_012152.1	7078
SRR27421012.6577	NC_012152.1	7389
SRR27421012.145341	NC_012152.1	6853
SRR27421012.119705	NC_012152.1	6583
SRR27421012.111916	NC_012152.1	12067
SRR27421012.162316	NC_012152.1	7229
SRR27421012.147545	NC_012152.1	5914
SRR27421012.67459	NC_012152.1	7656
SRR27421012.70193	NC_012152.1	6310
SRR27421012.174708	NC_012152.1	11354
SRR27421012.46313	NC_012152.1	8065
SRR27421012.66758	NC_012152.1	6925
SRR27421012.168537	NC_012152.1	6016
SRR27421012.149550	NC_012152.1	5948
SRR27421012.60833	NC_012152.1	18365
SRR27421012.173110	NC_012152.1	9092
SRR27421012.147370	NC_012152.1	5484
SRR27421012.170667	NC_012152.1	9862
SRR27421012.31443	NC_012152.1	6687
SRR27421012.68459	NC_012152.1	9636
SRR27421012.76789	NC_012152.1	6922
SRR27421012.96291	NC_012152.1	6593
SRR27421012.154392	NC_012152.1	6990
SRR27421012.610	NC_012152.1	18400
SRR27421012.46777	NC_012152.1	7990
SRR27421012.50059	NC_012152.1	6040
SRR27421012.172277	NC_012152.1	6972
SRR27421012.167275	NC_012152.1	7215
SRR27421012.42867	NC_012152.1	5592
SRR27421012.2576	NC_012152.1	12565
SRR27421012.103584	NC_012152.1	6525
SRR27421012.144970	NC_012152.1	8217
SRR27421012.150	NC_012152.1	12493
SRR27421012.141621	NC_012152.1	8179
SRR27421012.172069	NC_012152.1	8117
SRR27421012.136957	NC_012152.1	6734
SRR27421012.150779	NC_012152.1	6124
SRR27421012.137303	NC_012152.1	6664
SRR27421012.21441	NC_012152.1	6546
SRR27421012.125629	NC_012152.1	7032
SRR27421012.22424	NC_012152.1	6749
SRR27421012.22425	NC_012152.1	6673
SRR27421012.65882	NC_012152.1	8622
SRR27421012.36825	NC_012152.1	9801
SRR27421012.43750	NC_012152.1	9922
SRR27421012.66802	NC_012152.1	8670
SRR27421012.109654	NC_012152.1	17571
SRR27421012.174938	NC_012152.1	6514
SRR27421012.16198	NC_012152.1	6707
SRR27421012.127104	NC_012152.1	6917
SRR27421012.159080	NC_012152.1	6157
SRR27421012.161927	NC_012152.1	15781
SRR27421012.136689	NC_012152.1	6649
SRR27421012.55501	NC_012152.1	6480
SRR27421012.19804	NC_012152.1	6280
SRR27421012.84776	NC_012152.1	12479
SRR27421012.5220	NC_012152.1	6625
SRR27421012.140473	NC_012152.1	5114
SRR27421012.62735	NC_012152.1	9988
SRR27421012.155722	NC_012152.1	6742
SRR27421012.45518	NC_012152.1	7621
SRR27421012.118440	NC_012152.1	6152
SRR27421012.13194	NC_012152.1	16111
SRR27421012.47123	NC_012152.1	7633
SRR27421012.139294	NC_012152.1	7824
SRR27421012.4420	NC_012152.1	8390
SRR27421012.89455	NC_012152.1	6564
SRR27421012.155788	NC_012152.1	9575
SRR27421012.96788	NC_012152.1	9145
SRR27421012.20491	NC_012152.1	6921
SRR27421012.57883	NC_012152.1	8804
SRR27421012.102194	NC_012152.1	7031
SRR27421012.28717	NC_012152.1	6680
SRR27421012.29220	NC_012152.1	6475
SRR27421012.145732	NC_012152.1	11020
SRR27421012.88683	NC_012152.1	12730
SRR27421012.80662	NC_012152.1	5488
SRR27421012.130495	NC_012152.1	10122
SRR27421012.176030	NC_012152.1	9592
SRR27421012.166661	NC_012152.1	14225
SRR27421012.11153	NC_012152.1	6021
SRR27421012.2057	NC_012152.1	7681
SRR27421012.153178	NC_012152.1	7789
SRR27421012.132055	NC_012152.1	7045
SRR27421012.95548	NC_012152.1	6603
SRR27421012.166279	NC_012152.1	7660
SRR27421012.62182	NC_012152.1	5610
SRR27421012.71324	NC_012152.1	6241
SRR27421012.139905	NC_012152.1	6762
SRR27421012.128075	NC_012152.1	5803
SRR27421012.72798	NC_012152.1	6187
SRR27421012.44282	NC_012152.1	6477
SRR27421012.166855	NC_012152.1	6779
SRR27421012.90870	NC_012152.1	10928
SRR27421012.115198	NC_012152.1	9438
SRR27421012.155447	NC_012152.1	6517
SRR27421012.69558	NC_012152.1	10959
SRR27421012.142372	NC_012152.1	10311
SRR27421012.128470	NC_012152.1	10295
SRR27421012.119966	NC_012152.1	8867
SRR27421012.169837	NC_012152.1	7484
SRR27421012.121066	NC_012152.1	9140
SRR27421012.44968	NC_012152.1	7186
SRR27421012.159123	NC_012152.1	10379
SRR27421012.783	NC_012152.1	9363
SRR27421012.79843	NC_012152.1	6770
SRR27421012.119383	NC_012152.1	6678
SRR27421012.96399	NC_012152.1	8418
SRR27421012.161542	NC_012152.1	9255
SRR27421012.60661	NC_012152.1	9110
SRR27421012.49906	NC_012152.1	8461
SRR27421012.70599	NC_012152.1	9791
SRR27421012.114725	NC_012152.1	6887
SRR27421012.140644	NC_012152.1	7277
SRR27421012.75678	NC_012152.1	6436
SRR27421012.44753	NC_012152.1	8562
SRR27421012.107802	NC_012152.1	6788
SRR27421012.88740	NC_012152.1	10222
SRR27421012.29804	NC_012152.1	6988
SRR27421012.117786	NC_012152.1	21659
SRR27421012.148583	NC_012152.1	7318
SRR27421012.168009	NC_012152.1	6455
SRR27421012.135159	NC_012152.1	7673
SRR27421012.165695	NC_012152.1	11472
SRR27421012.27710	NC_012152.1	6154
SRR27421012.170281	NC_012152.1	10798
SRR27421012.150078	NC_012152.1	8106
SRR27421012.173703	NC_012152.1	10797
SRR27421012.28637	NC_012152.1	5814
SRR27421012.127722	NC_012152.1	6341
SRR27421012.157479	NC_012152.1	13410
SRR27421012.38326	NC_012152.1	5928
SRR27421012.9457	NC_012152.1	6532
SRR27421012.90312	NC_012152.1	7929
SRR27421012.156775	NC_012152.1	18023
SRR27421012.41993	NC_012152.1	5444
SRR27421012.129188	NC_012152.1	6812
SRR27421012.36700	NC_012152.1	6484
SRR27421012.79549	NC_012152.1	6881
SRR27421012.52761	NC_012152.1	9288
SRR27421012.25231	NC_012152.1	12020
SRR27421012.110136	NC_012152.1	17392
SRR27421012.131468	NC_012152.1	6727
SRR27421012.56523	NC_012152.1	6738
SRR27421012.129694	NC_012152.1	6734
SRR27421012.56998	NC_012152.1	9869
SRR27421012.99746	NC_012152.1	7780
SRR27421012.1911	NC_012152.1	6707
SRR27421012.103215	NC_012152.1	6487
SRR27421012.144745	NC_012152.1	6400
SRR27421012.116447	NC_012152.1	6546
SRR27421012.84082	NC_012152.1	15980
SRR27421012.116601	NC_012152.1	7167
SRR27421012.116076	NC_012152.1	8027
SRR27421012.10149	NC_012152.1	7041
SRR27421012.106865	NC_012152.1	6996
SRR27421012.44469	NC_012152.1	5933
SRR27421012.164828	NC_012152.1	7036
SRR27421012.53367	NC_012152.1	6650
SRR27421012.89294	NC_012152.1	7754
SRR27421012.89364	NC_012152.1	5991
SRR27421012.38755	NC_012152.1	9690
SRR27421012.95550	NC_012152.1	8170
SRR27421012.70776	NC_012152.1	9789
SRR27421012.84526	NC_012152.1	7750
SRR27421012.32197	NC_012152.1	6686
SRR27421012.145104	NC_012152.1	7511
SRR27421012.108815	NC_012152.1	9017
SRR27421012.34526	NC_012152.1	6508
SRR27421012.101195	NC_012152.1	9298
SRR27421012.115860	NC_012152.1	5915
SRR27421012.4388	NC_012152.1	9731
SRR27421012.12836	NC_012152.1	7404
SRR27421012.88493	NC_012152.1	6487
SRR27421012.10615	NC_012152.1	7096
SRR27421012.9048	NC_012152.1	10771
SRR27421012.55211	NC_012152.1	14552
SRR27421012.84206	NC_012152.1	6621
SRR27421012.13405	NC_012152.1	7063
SRR27421012.76816	NC_012152.1	9908
SRR27421012.163546	NC_012152.1	9602
SRR27421012.86780	NC_012152.1	6716
SRR27421012.8329	NC_012152.1	6673
SRR27421012.27356	NC_012152.1	18554
SRR27421012.32224	NC_012152.1	5950
SRR27421012.123844	NC_012152.1	6591
SRR27421012.115525	NC_012152.1	7000
SRR27421012.66726	NC_012152.1	6571
SRR27421012.50269	NC_012152.1	10146
SRR27421012.43314	NC_012152.1	6872
SRR27421012.95020	NC_012152.1	7415
SRR27421012.94578	NC_012152.1	8943
SRR27421012.121421	NC_012152.1	7427
SRR27421012.126388	NC_012152.1	6479
SRR27421012.116694	NC_012152.1	15908
SRR27421012.148840	NC_012152.1	6096
SRR27421012.37407	NC_012152.1	17944
SRR27421012.50947	NC_012152.1	7211
SRR27421012.88464	NC_012152.1	15502
SRR27421012.101432	NC_012152.1	6079
SRR27421012.31024	NC_012152.1	6860
SRR27421012.52298	NC_012152.1	9284
SRR27421012.80436	NC_012152.1	8489
SRR27421012.162286	NC_012152.1	6563
SRR27421012.161433	NC_012152.1	6583
SRR27421012.22367	NC_012152.1	9003
SRR27421012.58319	NC_012152.1	6806
SRR27421012.37831	NC_012152.1	7060
SRR27421012.39591	NC_012152.1	6911
SRR27421012.56069	NC_012152.1	6422
SRR27421012.126016	NC_012152.1	6311
SRR27421012.152376	NC_012152.1	7680
SRR27421012.152377	NC_012152.1	7690
SRR27421012.39835	NC_012152.1	9496
SRR27421012.63104	NC_012152.1	9514
SRR27421012.64020	NC_012152.1	9472
SRR27421012.63916	NC_012152.1	5036
SRR27421012.52391	NC_012152.1	6038
SRR27421012.145014	NC_012152.1	9165
SRR27421012.153337	NC_012152.1	6337
SRR27421012.126745	NC_012152.1	6545
SRR27421012.160402	NC_012152.1	10969
SRR27421012.160792	NC_012152.1	9829
SRR27421012.161066	NC_012152.1	9816
SRR27421012.74398	NC_012152.1	9084
SRR27421012.24729	NC_012152.1	5964
SRR27421012.159223	NC_012152.1	17303
SRR27421012.95322	NC_012152.1	7314
SRR27421012.8419	NC_012152.1	6162
SRR27421012.51668	NC_012152.1	9258
SRR27421012.123140	NC_012152.1	6708
SRR27421012.157495	NC_012152.1	16669
SRR27421012.109170	NC_012152.1	9946
SRR27421012.119602	NC_012152.1	6808
SRR27421012.125603	NC_012152.1	9280
SRR27421012.120304	NC_012152.1	12990
SRR27421012.125602	NC_012152.1	9282
SRR27421012.26957	NC_012152.1	6370
SRR27421012.87024	NC_012152.1	6903
SRR27421012.108552	NC_012152.1	7313
SRR27421012.108551	NC_012152.1	7341
SRR27421012.100399	NC_012152.1	7661
SRR27421012.91426	NC_012152.1	7135
SRR27421012.49429	NC_012152.1	11081
SRR27421012.31271	NC_012152.1	6066
SRR27421012.45138	NC_012152.1	6773
SRR27421012.88091	NC_012152.1	6975
SRR27421012.75114	NC_012152.1	6029
SRR27421012.76967	NC_012152.1	6730
SRR27421012.51835	NC_012152.1	6990
SRR27421012.23487	NC_012152.1	8195
SRR27421012.26898	NC_012152.1	9915
SRR27421012.150318	NC_012152.1	6511
SRR27421012.69128	NC_012152.1	9787
SRR27421012.41792	NC_012152.1	9814
SRR27421012.118450	NC_012152.1	8998
SRR27421012.83285	NC_012152.1	6656
SRR27421012.4502	NC_012152.1	9340
SRR27421012.66801	NC_012152.1	6842
SRR27421012.132461	NC_012152.1	6288
SRR27421012.148837	NC_012152.1	9153
SRR27421012.32444	NC_012152.1	6649
SRR27421012.89827	NC_012152.1	7695
SRR27421012.132379	NC_012152.1	30997
SRR27421012.42516	NC_012152.1	6808
SRR27421012.138051	NC_012152.1	11259
SRR27421012.72624	NC_012152.1	9318
SRR27421012.93344	NC_012152.1	9821
SRR27421012.46376	NC_012152.1	6303
SRR27421012.55136	NC_012152.1	7323
SRR27421012.59724	NC_012152.1	10458
SRR27421012.68498	NC_012152.1	8940
SRR27421012.103923	NC_012152.1	7034
SRR27421012.60517	NC_012152.1	10414
SRR27421012.7706	NC_012152.1	9488
SRR27421012.99251	NC_012152.1	6897
SRR27421012.123062	NC_012152.1	6143
SRR27421012.160416	NC_012152.1	6212
SRR27421012.168512	NC_012152.1	6708
SRR27421012.148769	NC_012152.1	6723
SRR27421012.89684	NC_012152.1	7210
SRR27421012.113647	NC_012152.1	13853
SRR27421012.164217	NC_012152.1	9280
SRR27421012.160542	NC_012152.1	9247
SRR27421012.146204	NC_012152.1	6489
SRR27421012.41743	NC_012152.1	5500
